DOI,grantid__bmgf,publisher_simple,journal,journal_oa_type,published_date,oa_status,publisher_license_best,apc_cost,invoice_number,invoice_date,invoice_year
10.1186/s12913-023-09061-y,OPP1112117,springer/nature/bmc,BMC Health Services Research,gold,2023-01-19,gold,cc-by,1580,6106640556,2023-03-20,2023
10.1371/journal.pntd.0010472,OPP1136751,plos,PLOS Neglected Tropical Diseases,gold,2023-01-19,gold,cc-by,2500,PAB 354406.00,2023-04-14,2023
10.12688/gatesopenres.13632.2,INV-018446,f1000 research ltd,Gates Open Research,gold,2023-01-18,gold,cc-by,1150,6686127069,2022-09-08,2022
10.1057/s41599-023-01509-0,INV-002992,springer/nature/bmc,Humanities and Social Sciences Communications,gold,2023-01-17,gold,cc-by,1670,1452365212,2023-01-15,2023
10.1038/s42003-023-04451-8,OPP1155704,springer/nature/bmc,Communications Biology,gold,2023-01-17,gold,cc-by,3770,1452368310,2023-01-20,2023
10.3389/fnut.2022.1049610,OPP50838,frontiers,Frontiers in Nutrition,gold,2023-01-17,gold,cc-by,3230,2023-0839645-2,2023-01-07,2023
10.3390/agronomy13010266,OPP1019962,mdpi,Agronomy,gold,2023-01-16,gold,cc-by,1960,BMGF_Q1.2023,2023-04-09,2023
10.1038/s41598-023-28051-y,OPP1110865,springer/nature/bmc,Scientific Reports,gold,2023-01-16,gold,cc-by,2470,1452367526,2023-01-20,2023
10.3389/fpls.2022.1082513,OPP1215722;OPP1194767,frontiers,Frontiers in Plant Science,gold,2023-01-16,gold,cc-by,3230,2023-0839645-2,2023-01-07,2023
10.3389/fpubh.2022.1037157,INV-005318,frontiers,Frontiers in Public Health,gold,2023-01-16,gold,cc-by,3230,2023-0839645-2,2023-01-07,2023
10.3389/fcimb.2022.1106369,INV-002098,frontiers,Frontiers in Cellular and Infection Microbiology,gold,2023-01-16,gold,cc-by,3230,2023-0839645-2,2023-01-07,2023
10.1002/ppp3.10351,OPP1133356,wiley,"PLANTS, PEOPLE, PLANET",gold,2023-01-14,gold,cc-by,2750,4742741,2023-04-09,2023
10.3390/genes14010221,OPP1215722,mdpi,Genes,gold,2023-01-14,gold,cc-by,1700,BMGF_Q1.2023,2023-04-09,2023
10.1080/02681102.2022.2073579,OPP1135685,taylor and francis,Information Technology for Development,hybrid,2023-01-13,hybrid,cc-by,3090,953465504,2023-01-05,2023
10.1371/journal.pone.0280411,OPP1169546,plos,PLOS ONE,gold,2023-01-13,gold,cc-by,1810,PAB 354406.00,2023-04-14,2023
10.3390/nu15020412,OPP50838,mdpi,Nutrients,gold,2023-01-13,gold,cc-by,2550,BMGF_Q1.2023,2023-04-09,2023
10.3389/fimmu.2022.1015840,OPP1156262;OPP1078791,frontiers,Frontiers in Immunology,gold,2023-01-13,gold,cc-by,3230,2023-0839645-2,2023-01-07,2023
10.3389/fpls.2022.1099409,INV-007637,frontiers,Frontiers in Plant Science,gold,2023-01-13,gold,cc-by,3230,2023-0863623-1,2023-02-11,2023
10.3389/fsufs.2022.1091209,OPP1195588;INV-008430,frontiers,Frontiers in Sustainable Food Systems,gold,2023-01-12,gold,cc-by,2080,2023-0839645-2,2023-01-07,2023
10.1371/journal.pone.0280230,OPP1113374,plos,PLOS ONE,gold,2023-01-12,gold,cc-by,1750,PAB 354406.00,2023-04-14,2023
10.3389/fcimb.2022.1064148,OPP1100182,frontiers,Frontiers in Cellular and Infection Microbiology,gold,2023-01-12,gold,cc-by,3230,2023-0839645-2,2023-01-07,2023
10.3389/fgene.2023.1012460,OPP1134248,frontiers,Frontiers in Genetics,gold,2023-01-12,gold,cc-by,3230,2023-0863623-1,2023-02-11,2023
10.1186/s12937-022-00828-3,OPP1211308;INV-002962,springer/nature/bmc,Nutrition Journal,gold,2023-01-12,gold,cc-by,3190,6106627580,2022-12-16,2022
10.3390/ijerph20021351,INV-009691,mdpi,International Journal of Environmental Research and Public Health,gold,2023-01-11,gold,cc-by,2450,BMGF_Q1.2023,2023-04-09,2023
10.4269/ajtmh.22-0567,INV-007155,american society of tropical medicine and hygiene,The American Journal of Tropical Medicine and Hygiene,transformative,2023-01-11,hybrid,cc-by,2500,TROP-6161-0,2022-11-11,2022
10.1038/s41597-023-01939-0,INV-027961,springer/nature/bmc,Scientific Data,gold,2023-01-11,gold,cc-by,2270,1452362339,2023-01-15,2023
10.3389/fgwh.2022.1061648,INV-033621,frontiers,Frontiers in Global Women's Health,gold,2023-01-11,gold,cc-by,2080,2023-0839645-2,2023-01-07,2023
10.3389/fsufs.2022.1080401,INV-003439,frontiers,Frontiers in Sustainable Food Systems,gold,2023-01-10,gold,cc-by,2080,2023-0863623-1,2023-02-11,2023
10.1371/journal.pntd.0010984,OPP1154992;OPP1129535,plos,PLOS Neglected Tropical Diseases,gold,2023-01-10,gold,cc-by,2500,PAB 351994.00,2023-03-01,2023
10.3390/ijms24021369,OPP1114827,mdpi,International Journal of Molecular Sciences,gold,2023-01-10,gold,cc-by,2260,BMGF_Q1.2023,2023-04-09,2023
10.3389/fnut.2022.1081833,OPP1138727;OPP1144149,frontiers,Frontiers in Nutrition,gold,2023-01-10,gold,cc-by,3230,2023-0839645-2,2023-01-07,2023
10.3389/fpls.2022.1068883,INV-008187,frontiers,Frontiers in Plant Science,gold,2023-01-10,gold,cc-by,3230,2023-0839645-2,2023-01-07,2023
10.1186/s13054-023-04303-1,OPP1144,springer/nature/bmc,Critical Care,gold,2023-01-10,gold,cc-by,4500,6106634818,2023-01-11,2023
10.3390/vaccines11010143,INV‑023808;INV-023808,mdpi,Vaccines,gold,2023-01-09,gold,cc-by,2160,BMGF_Q1.2023,2023-04-09,2023
10.3389/fpls.2022.1041925,INV-007637,frontiers,Frontiers in Plant Science,gold,2023-01-09,gold,cc-by,3230,2023-0839645-2,2023-01-07,2023
10.3389/frhs.2022.1005986,OPP50838,frontiers,Frontiers in Health Services,gold,2023-01-09,gold,cc-by,1900,2023-0839645-2,2023-01-07,2023
10.3389/frph.2022.1081049,INV-022667,frontiers,Frontiers in Reproductive Health,gold,2023-01-09,gold,cc-by,2080,2023-0839645-2,2023-01-07,2023
10.3389/fgene.2022.1082802,OPP1112185,frontiers,Frontiers in Genetics,gold,2023-01-09,gold,cc-by,3230,2023-0839645-2,2023-01-07,2023
10.3389/fcimb.2022.1085946,INV-027276,frontiers,Frontiers in Cellular and Infection Microbiology,gold,2023-01-06,gold,cc-by,3230,2023-0839645-2,2023-01-07,2023
10.3390/plants12020270,OPP1134248;INV-003439,mdpi,Plants,gold,2023-01-06,gold,cc-by,2160,BMGF_Q1.2023,2023-04-09,2023
10.3389/fpubh.2022.880070,,frontiers,Frontiers in Public Health,gold,2023-01-06,gold,cc-by,2950,2022-0813907-1,2022-12-12,2022
10.3389/fdata.2022.1080715,INV-005417;INV-035476;INV-037302,frontiers,Frontiers in Big Data,gold,2023-01-06,gold,cc-by,1260,2023-0839645-2,2023-01-07,2023
10.1186/s12879-022-07972-5,OPP1131208,springer/nature/bmc,BMC Infectious Diseases,gold,2023-01-06,gold,cc-by,2770,6106632961,2023-01-05,2023
10.1186/s12889-022-14797-z,OPPGH5297,springer/nature/bmc,BMC Public Health,gold,2023-01-05,gold,cc-by,3070,6106633417,2023-01-05,2023
10.1186/s12870-022-03975-1,INV-003439,springer/nature/bmc,BMC Plant Biology,gold,2023-01-05,gold,cc-by,2280,6106629375,2023-01-04,2023
10.1038/s41467-022-35675-7,OPP1210659,springer/nature/bmc,Nature Communications,gold,2023-01-05,gold,cc-by,4890,1452359082,2023-01-06,2023
10.1021/jacs.2c08816,OPP1024021,american chemical society,Journal of the American Chemical Society,transformative,2023-01-05,hybrid,cc-by,3000,APC600378026,2023-01-06,2023
10.3389/fmed.2022.1079842,INV-005834,frontiers,Frontiers in Medicine,gold,2023-01-05,gold,cc-by,3230,2023-0839645-2,2023-01-07,2023
10.3389/fpls.2022.1076744,OPP1198373,frontiers,Frontiers in Plant Science,gold,2023-01-05,gold,cc-by,3230,2023-0839645-2,2023-01-07,2023
10.1186/s13054-022-04294-5,INV-034765,springer/nature/bmc,Critical Care,gold,2023-01-05,gold,cc-by,3770,6106632788,2023-01-05,2023
10.1038/s41586-022-05538-8,INV-002703,springer/nature/bmc,Nature,transformative,2023-01-04,hybrid,cc-by,11390,1452383956,2023-05-21,2023
10.1186/s13063-022-06966-7,INV-003354,springer/nature/bmc,Trials,gold,2023-01-03,gold,cc-by,2280,6106628252,2022-12-16,2022
10.3390/plants12010220,INV-003012;OPP1215722,mdpi,Plants,gold,2023-01-03,gold,cc-by,1430,BMGF_Q4.2022,2023-01-07,2023
10.1186/s12936-022-04420-2,INV-007155,springer/nature/bmc,Malaria Journal,gold,2023-01-03,gold,cc-by,2630,6106633261,2023-01-05,2023
10.1021/acs.orglett.2c04145,OPP1189441,american chemical society,Organic Letters,transformative,2023-01-02,hybrid,cc-by,3000,APC600404418,2023-04-04,2023
10.1016/j.cdnut.2022.100015,INV-008124,elsevier,Current Developments in Nutrition,gold,2023-01-01,green,cc-by,2200,OAD0000279302,2023-03-20,2023
10.1016/j.childyouth.2022.106742,,elsevier,Children and Youth Services Review,transformative,2023-01-01,closed,cc-by,2750,1274170,2023-01-05,2023
10.1016/s2214-109x(22)00431-4,OPP1197730;INV-009390,elsevier,The Lancet Global Health,gold,2023-01-01,green,cc-by,5510,1275170,2023-03-08,2023
10.1016/s2214-109x(22)00448-x,OPP1164115,elsevier,The Lancet Global Health,gold,2023-01-01,green,cc-by,5510,1275170,2023-03-08,2023
10.1016/s2214-109x(22)00449-1,OPP1055865,elsevier,The Lancet Global Health,gold,2023-01-01,green,cc-by,5510,1275170,2023-03-08,2023
10.1016/s2214-109x(22)00475-2,OPP48979,elsevier,The Lancet Global Health,gold,2023-01-01,green,cc-by,5510,1275170,2023-03-08,2023
10.1039/d2ew00753c,INV-006612;INV_022594,royal society of chemistry (rsc),Environmental Science: Water Research &amp; Technology,hybrid,2023-01-01,hybrid,cc-by,2470,INV_022594,2022-12-16,2022
10.1016/j.vaccine.2022.12.062,INV-002740,elsevier,Vaccine,transformative,2023-01-01,green,cc-by,3350,1284170,2023-02-06,2023
10.1016/j.jdeveco.2022.102971,OPP1048229,elsevier,Journal of Development Economics,transformative,2023-01-01,hybrid,cc-by,4040,1257169,2022-11-11,2022
10.1016/j.worlddev.2022.106076,OPP1198806,elsevier,World Development,transformative,2023-01-01,green,cc-by,4020,1231169,2022-09-14,2022
10.1016/j.xcrm.2022.100910,INV-030570;OPP1172165,elsevier,Cell Reports Medicine,gold,2023-01-01,green,cc-by,5200,1284170,2023-02-06,2023
10.1016/j.scitotenv.2022.159178,INV-001513;INV-007442,elsevier,Science of The Total Environment,transformative,2023-01-01,green,cc-by,3860,1268170,2022-12-05,2022
10.1017/s0014479723000066,OPP121332,cambridge university press (cup),Experimental Agriculture,transformative,2023-01-01,,cc-by,2620,APC600411446,2023-05-01,2023
10.1016/j.fcr.2022.108756,INV-003439,elsevier,Field Crops Research,transformative,2023-01-01,hybrid,cc-by,4380,1268170,2022-12-05,2022
10.1017/s0014479723000042,INV-008777,cambridge university press (cup),Experimental Agriculture,transformative,2023-01-01,,cc-by,3590,APC600413019,2023-05-05,2023
10.1016/j.cub.2022.10.066,INV-010347,elsevier,Current Biology,transformative,2023-01-01,hybrid,cc-by,7390,1268170,2022-12-05,2022
10.1016/s2214-109x(22)00466-1,INV-030857,elsevier,The Lancet Global Health,gold,2023-01-01,green,cc-by,6060,1268170,2022-12-05,2022
10.1016/j.vaccine.2022.11.044,INV-032842,elsevier,Vaccine,transformative,2023-01-01,green,cc-by-nc-nd,3690,1268170,2022-12-05,2022
10.26502/ogr0122,OPP1119489,fortune journals,Obstetrics and Gynecology Research,closed,2023-01-01,,,2040,OGR81261-0002,2023-03-30,2023
10.1017/s0014479723000054,OPP1137722,cambridge university press (cup),Experimental Agriculture,transformative,2023-01-01,hybrid,cc-by,2890,APC600419195,2023-05-25,2023
10.26502/ogr0127,OPP1119489,fortune journals,Obstetrics and Gynecology Research,gold,2023-01-01,gold,,2040,OGR8452-0002,2023-05-17,2023
10.1094/mpmi-09-22-0191-a,INV-008733,scientific societies,Molecular Plant-Microbe Interactions®,gold,2023-01-01,gold,cc-by,1370,2238759,2022-12-16,2022
10.1136/bmjopen-2022-062385,OPP1198333;OPP1198339,bmj,BMJ Open,gold,2023-01-01,gold,cc-by,2450,APC600373576,2022-12-16,2022
10.1136/bmjopen-2022-070419,INV-047356,bmj,BMJ Open,gold,2023-01-01,gold,cc-by-nc,1210,APC600376892,2023-01-04,2023
10.1016/j.vaccine.2022.12.032,OPP1151153,elsevier,Vaccine,transformative,2023-01-01,hybrid,cc-by,3350,1284170,2023-02-06,2023
10.1017/s026646232200335x,OPP1202541,cambridge university press (cup),International Journal of Technology Assessment in Health Care,transformative,2023-01-01,hybrid,cc-by,2560,APC600379948,2023-01-15,2023
10.1136/bmjopen-2022-067033,INV-006966,bmj,BMJ Open,gold,2023-01-01,gold,cc-by,2430,APC600380567,2023-01-15,2023
10.1016/j.vaccine.2022.12.046,OPP1199552;INV-030570,elsevier,Vaccine,transformative,2023-01-01,green,cc-by-nc,3350,1284170,2023-02-06,2023
10.1136/bmjopen-2022-065223,INV-000932,bmj,BMJ Open,gold,2023-01-01,gold,cc-by,2800,APC600383364,2023-01-20,2023
10.1016/j.conx.2023.100089,OPP1032115,elsevier,Contraception: X,gold,2023-01-01,gold,cc-by-nc-nd,2100,1284170,2023-02-06,2023
10.1016/j.vaccine.2022.11.010,OPP1094816,elsevier,Vaccine,transformative,2023-01-01,hybrid,cc-by,3350,1274170,2023-01-05,2023
10.1016/j.chom.2022.12.002,INV-002703,elsevier,Cell Host &amp; Microbe,transformative,2023-01-01,hybrid,cc-by,8900,1274170,2023-01-05,2023
10.1016/j.isci.2022.105756,OPP1113682,elsevier,iScience,gold,2023-01-01,gold,cc-by,3000,1274170,2023-01-05,2023
10.1177/23259582231161029,OPP1113634;OPP113634,sage publications,Journal of the International Association of Providers of AIDS Care (JIAPAC),gold,2023-01-01,gold,cc-by,1200,SOA23NC000601,2023-03-20,2023
10.1016/j.celrep.2023.112014,INV-008612,elsevier,Cell Reports,gold,2023-01-01,gold,cc-by,5200,1284170,2023-02-06,2023
10.1016/j.chom.2022.10.010,INV-004923,elsevier,Cell Host &amp; Microbe,transformative,2023-01-01,hybrid,cc-by,9810,1268170,2022-12-05,2022
10.1016/j.cell.2022.12.018,INV-019355,elsevier,Cell,transformative,2023-01-01,green,cc-by,9900,1275170,2023-03-08,2023
10.1016/j.socscimed.2022.115457,INV-009384,elsevier,Social Science &amp; Medicine,transformative,2023-01-01,hybrid,cc-by,3180,1274170,2023-01-05,2023
10.1038/s41591-022-02110-9,OPP1066265,springer/nature/bmc,Nature Medicine,transformative,2023-01-01,hybrid,cc-by,12780,2938783546,2022-12-16,2022
10.1136/bmjopen-2022-067482,INV-00791;OPP1131320,bmj,BMJ Open,gold,2023-01-01,gold,cc-by,2410,APC600378286,2023-01-05,2023
10.1136/bmjgh-2022-009495,INV-022057,bmj,BMJ Global Health,gold,2023-01-01,gold,cc-by,3320,APC600357190,2022-12-12,2022
10.1016/j.conx.2023.100094,,elsevier,Contraception: X,gold,2023-01-01,gold,cc-by,2100,1300171,2023-06-22,2023
10.1016/j.conx.2023.100093,,elsevier,Contraception: X,gold,2023-01-01,gold,cc-by,2100,1300171,2023-06-22,2023
10.1016/j.crm.2023.100495,,elsevier,Climate Risk Management,gold,2023-01-01,gold,cc-by,2000,1292170,2023-06-22,2023
10.1016/j.conx.2023.100092,OPP1032115,elsevier,Contraception: X,gold,2023-01-01,gold,cc-by,2100,1292170,2023-06-22,2023
10.32604/phyton.2023.042397,,"computers, materials and continua (tech science press)",Phyton,gold,2023-01-01,gold,cc-by,1260,253729465978,2023-07-26,2023
